,name,trainer,course,start_date,score,trait,week
3483,Tobie Culcheth,Mohammad Velazquez,Engineering,2019-05-27,8.0,Analytic,9
3484,Gerianne Bagge,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3485,William Tomlett,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3486,Teddie Kemet,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3487,Artur Domaschke,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3488,Terrie Mackibbon,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3489,Ignacius Pleasaunce,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3490,Liane Lorente,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3491,Sosanna Rawlings,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3492,Allistir Langrick,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3493,Honor Huntall,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3494,Natassia Pawle,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3495,Haywood Teager,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3496,Marillin Rosendall,Macey Broughton,Engineering,2019-07-15,,Analytic,9
3497,Giustina Catford,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3498,Kore Amburgy,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3499,Constance Fellibrand,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3500,Rickard Blakes,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3501,Noe Fortnam,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3502,Cherrita Mcgilleghole,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3503,Charmain Diben,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3504,Bunny Barns,Martina Meadows,Engineering,2019-07-22,,Analytic,9
3505,Brewer Calderbank,Eshal Brandt,Engineering,2019-08-12,,Analytic,9
3506,Fons Ghiotto,Eshal Brandt,Engineering,2019-08-12,6.0,Analytic,9
3507,Evin De Roeck,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3508,Maxy Bensen,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3509,Calida Behr,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3510,Dannel Longmaid,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3511,Sarah Magor,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3512,Alistair Scanes,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3513,Homere Stentiford,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3514,Alvie Bleackly,Eshal Brandt,Engineering,2019-08-12,8.0,Analytic,9
3515,Brnaby Bownes,Eshal Brandt,Engineering,2019-08-12,,Analytic,9
3516,Blake Nunson,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3517,Deirdre Van Den Velde,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3518,Brose Menghi,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3519,Edithe Dimitrov,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3520,Demetrius Tunstall,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3521,Chucho Galfour,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3522,Mozelle Grinnov,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3523,Roze Yepiskopov,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3524,Denise Oppy,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3525,Rafi Downse,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3526,Camellia Bette,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3527,Care Ife,Eshal Brandt,Engineering,2019-09-16,,Analytic,9
3528,Vance Fey,Macey Broughton,Engineering,2019-09-23,,Analytic,9
3529,Dulcine Duffil,Macey Broughton,Engineering,2019-09-23,6.0,Analytic,9
3530,Nona Coghlan,Macey Broughton,Engineering,2019-09-23,8.0,Analytic,9
3531,Dorette Landall,Macey Broughton,Engineering,2019-09-23,,Analytic,9
3532,Valdemar Smithen,Macey Broughton,Engineering,2019-09-23,6.0,Analytic,9
3533,Norene Dericut,Macey Broughton,Engineering,2019-09-23,8.0,Analytic,9
3534,Jillian Wenn,Macey Broughton,Engineering,2019-09-23,7.0,Analytic,9
3535,Saraann Elcombe,Macey Broughton,Engineering,2019-09-23,,Analytic,9
3536,Jenn Blitz,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3537,Chandra Best,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3538,Boniface Tansley,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3539,Cristal Jeans,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3540,Urson Sibthorp,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3541,Vernon Bennough,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3542,Payton Turbard,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3543,Lilly Andreasen,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3544,Dixie O' Flaherty,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3545,Engelbert Palatino,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3546,Dudley Whiles,Mohammad Velazquez,Engineering,2019-10-28,,Analytic,9
3547,Tory Aireton,Macey Broughton,Engineering,2019-11-25,8.0,Analytic,9
3548,Kelly Coneybeer,Macey Broughton,Engineering,2019-11-25,3.0,Analytic,9
3549,Mic Wilshire,Macey Broughton,Engineering,2019-11-25,7.0,Analytic,9
3550,Florella Boays,Macey Broughton,Engineering,2019-11-25,8.0,Analytic,9
3551,Marshal Darycott,Macey Broughton,Engineering,2019-11-25,4.0,Analytic,9
3552,Elva Boldero,Macey Broughton,Engineering,2019-11-25,8.0,Analytic,9
3553,Archibold Spikeings,Macey Broughton,Engineering,2019-11-25,7.0,Analytic,9
3554,Anatole Burston,Macey Broughton,Engineering,2019-11-25,8.0,Analytic,9
3555,Gabbey Caesman,Macey Broughton,Engineering,2019-11-25,7.0,Analytic,9
3556,Conny Samms,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3557,Karyn Huortic,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3558,Giacopo Kyndred,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3559,Fin Lung,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3560,Marja Morfield,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3561,Gussy Stoving,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3562,Leena Joselevitch,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3563,Lazare Nellies,Mohammad Velazquez,Engineering,2019-12-16,,Analytic,9
3564,Flore Masden,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3565,Benita Downgate,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3566,Clark Kovacs,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3567,Horten Koomar,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3568,Moritz Mosedall,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3569,Chaim Inseal,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3570,Gertruda Syddie,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3571,Thom Derwin,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3572,Godfry Sephton,Mohammad Velazquez,Engineering,2019-12-30,,Analytic,9
3573,Quintus Penella,Gregor Gomez,Business,2019-02-11,,Analytic,10
3574,Simon Murrey,Gregor Gomez,Business,2019-02-11,,Analytic,10
3575,Gustaf Lude,Gregor Gomez,Business,2019-02-11,,Analytic,10
3576,Yolanda Fosse,Gregor Gomez,Business,2019-02-11,,Analytic,10
3577,Lynnett Swin,Gregor Gomez,Business,2019-02-11,,Analytic,10
3578,Bart Godilington,Gregor Gomez,Business,2019-02-11,,Analytic,10
3579,Deni Roust,Gregor Gomez,Business,2019-02-11,,Analytic,10
3580,Gerhard Mcgrath,Gregor Gomez,Business,2019-02-11,,Analytic,10
3581,Benedick Arnhold,Bruce Lugo,Business,2019-03-18,,Analytic,10
3582,Herminia Brettel,Bruce Lugo,Business,2019-03-18,,Analytic,10
3583,Nicolai Nussey,Bruce Lugo,Business,2019-03-18,,Analytic,10
3584,Elora Ellen,Bruce Lugo,Business,2019-03-18,,Analytic,10
3585,Llywellyn Hoggins,Bruce Lugo,Business,2019-03-18,,Analytic,10
3586,Bobbye Hains,Bruce Lugo,Business,2019-03-18,,Analytic,10
3587,Audrye Tobias,Bruce Lugo,Business,2019-03-18,,Analytic,10
3588,Georg Battman,Bruce Lugo,Business,2019-03-18,,Analytic,10
3589,Adolph Andreia,Bruce Lugo,Business,2019-03-18,,Analytic,10
3590,Ilaire Ord,Bruce Lugo,Business,2019-03-18,,Analytic,10
3591,Thorpe Pettett,Bruce Lugo,Business,2019-03-18,,Analytic,10
3592,Tiphany Gribben,Bruce Lugo,Business,2019-03-18,,Analytic,10
3593,Pam Hupka,Bruce Lugo,Business,2019-03-18,,Analytic,10
3594,Verne Francescuzzi,Gregor Gomez,Business,2019-04-15,,Analytic,10
3595,Audi Westmacott,Gregor Gomez,Business,2019-04-15,,Analytic,10
3596,Gae Crutch,Gregor Gomez,Business,2019-04-15,,Analytic,10
3597,Fowler Crewdson,Gregor Gomez,Business,2019-04-15,,Analytic,10
3598,Joletta Matzaitis,Gregor Gomez,Business,2019-04-15,,Analytic,10
3599,Ofelia Helm,Gregor Gomez,Business,2019-04-15,,Analytic,10
3600,Quinton Kuhnt,Gregor Gomez,Business,2019-04-15,,Analytic,10
3601,Frankie Mabee,Gregor Gomez,Business,2019-04-15,,Analytic,10
3602,Cami Burberow,Gregor Gomez,Business,2019-04-15,,Analytic,10
3603,Gayla Bownas,Gregor Gomez,Business,2019-04-15,,Analytic,10
3604,Latisha Ibel,Gregor Gomez,Business,2019-04-15,,Analytic,10
3605,Darb Noor,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3606,Adah Spencers,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3607,Kariotta Barense,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3608,Biddy Rapps,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3609,Thatcher Frankish,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3610,Idelle Kidstoun,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3611,Bailey Antrim,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3612,William Dryden,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3613,Dean Burnup,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3614,Burtie Garfitt,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3615,Maggy Clapison,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3616,Julia Llorens,Neil Mccarthy,Business,2019-05-20,,Analytic,10
3617,Sanford Larking,Rachel Richard,Business,2019-07-15,,Analytic,10
3618,Ulrika Lemerie,Rachel Richard,Business,2019-07-15,,Analytic,10
3619,Alidia Govett,Rachel Richard,Business,2019-07-15,,Analytic,10
3620,Angel Matteau,Rachel Richard,Business,2019-07-15,,Analytic,10
3621,Wolfie Showers,Rachel Richard,Business,2019-07-15,,Analytic,10
3622,Nicolea Gibbins,Rachel Richard,Business,2019-07-15,,Analytic,10
3623,Florina Sudlow,Rachel Richard,Business,2019-07-15,,Analytic,10
3624,Dianna Brewett,Rachel Richard,Business,2019-07-15,,Analytic,10
3625,Megan Hallihan,Rachel Richard,Business,2019-07-15,,Analytic,10
3626,Sherlocke Baselio,Rachel Richard,Business,2019-07-15,,Analytic,10
3627,Keen Tripony,Rachel Richard,Business,2019-07-15,,Analytic,10
3628,Collete Causbey,Rachel Richard,Business,2019-07-15,,Analytic,10
3629,Gabi Ivins,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3630,Melodee Crippen,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3631,Wilt Gotliffe,Gregor Gomez,Business,2019-07-29,,Analytic,10
3632,Mela Burgill,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3633,Uriel Eidelman,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3634,Vivienne Blakelock,Gregor Gomez,Business,2019-07-29,,Analytic,10
3635,Auberon Werny,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3636,Nikolaus Gullefant,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3637,Prentice Van Der Hoeven,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3638,Alikee Sawood,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3639,Guido Lassells,Gregor Gomez,Business,2019-07-29,,Analytic,10
3640,Verena Townes,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3641,Kylie Cordell,Gregor Gomez,Business,2019-07-29,8.0,Analytic,10
3642,Cornelia Artist,Hamzah Melia,Business,2019-08-12,,Analytic,10
3643,Hanni Katt,Hamzah Melia,Business,2019-08-12,,Analytic,10
3644,Eric Spritt,Hamzah Melia,Business,2019-08-12,,Analytic,10
3645,Merrill Mckie,Hamzah Melia,Business,2019-08-12,,Analytic,10
3646,Marcela Riding,Hamzah Melia,Business,2019-08-12,,Analytic,10
3647,Lea Normington,Hamzah Melia,Business,2019-08-12,,Analytic,10
3648,Aguste Tann,Hamzah Melia,Business,2019-08-12,,Analytic,10
3649,Anet Satterley,Hamzah Melia,Business,2019-08-12,,Analytic,10
3650,Agace O'Shields,Hamzah Melia,Business,2019-08-12,,Analytic,10
3651,Matteo Yeowell,Burhan Milner,Business,2019-09-16,,Analytic,10
3652,Deck Itzchaki,Burhan Milner,Business,2019-09-16,,Analytic,10
3653,Tarrah Bunny,Burhan Milner,Business,2019-09-16,,Analytic,10
3654,Fairlie Cogzell,Burhan Milner,Business,2019-09-16,,Analytic,10
3655,Robinet Renwick,Burhan Milner,Business,2019-09-16,,Analytic,10
3656,Boote Moan,Burhan Milner,Business,2019-09-16,,Analytic,10
3657,Vaughn Wallington,Burhan Milner,Business,2019-09-16,,Analytic,10
3658,Jim Dwerryhouse,Burhan Milner,Business,2019-09-16,,Analytic,10
3659,Harriett Saffin,Burhan Milner,Business,2019-09-16,,Analytic,10
3660,Omero Shill,Burhan Milner,Business,2019-09-16,,Analytic,10
3661,Casey Putten,Elly Kelly,Business,2019-10-21,,Analytic,10
3662,Una Caldicot,Elly Kelly,Business,2019-10-21,,Analytic,10
3663,Riva Mangeot,Elly Kelly,Business,2019-10-21,,Analytic,10
3664,Gery Marchment,Elly Kelly,Business,2019-10-21,,Analytic,10
3665,Brendan Tithecott,Elly Kelly,Business,2019-10-21,,Analytic,10
3666,Dorice Slides,Elly Kelly,Business,2019-10-21,,Analytic,10
3667,Kalinda Leebetter,Elly Kelly,Business,2019-10-21,,Analytic,10
3668,Fifi Kingsly,Elly Kelly,Business,2019-10-21,,Analytic,10
3669,Zollie Danks,Elly Kelly,Business,2019-10-21,,Analytic,10
3670,Katleen Trunks,Elly Kelly,Business,2019-10-21,,Analytic,10
3671,Heida Cossom,Elly Kelly,Business,2019-10-21,,Analytic,10
3672,Nicola Lavall,Elly Kelly,Business,2019-10-21,,Analytic,10
3673,Rossie Caitlin,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3674,Marmaduke Kiefer,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3675,Dina Mcgookin,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3676,Reuven Kneaphsey,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3677,Stephi Duckering,Bruce Lugo,Business,2019-11-18,6.0,Analytic,10
3678,Homer Sebborn,Bruce Lugo,Business,2019-11-18,5.0,Analytic,10
3679,Say Kleinhausen,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3680,Tyler Traynor,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3681,Johnath Tufts,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3682,Kristin Bardill,Bruce Lugo,Business,2019-11-18,8.0,Analytic,10
3683,Timmie Knudsen,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3684,Mona Orviss,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3685,Everett O'Clery,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3686,Konstanze Trynor,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3687,Robinett Mcphate,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3688,Ronda Aggis,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3689,Caril Bayly,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3690,Mari Lotterington,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3691,Jacquelynn Savin,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3692,Ives Weddell,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3693,Gerda Yuille,Elly Kelly,Business,2019-12-30,8.0,Analytic,10
3694,Pyotr De Zuani,Trixie Orange,Data,2019-02-18,,Analytic,10
3695,Vince Scott,Trixie Orange,Data,2019-02-18,,Analytic,10
3696,Kellie Althorp,Trixie Orange,Data,2019-02-18,,Analytic,10
3697,Aida Bothams,Trixie Orange,Data,2019-02-18,,Analytic,10
3698,Nettie Civitillo,Trixie Orange,Data,2019-02-18,,Analytic,10
3699,Bernadette Gerardi,Trixie Orange,Data,2019-02-18,,Analytic,10
3700,Teddy Ham,Trixie Orange,Data,2019-02-18,,Analytic,10
3701,Ivory Linnemann,Trixie Orange,Data,2019-02-18,,Analytic,10
3702,Onida Tregear,Trixie Orange,Data,2019-02-18,,Analytic,10
3703,Jacki Pinkstone,Trixie Orange,Data,2019-02-18,,Analytic,10
3704,Kaleb Cappel,Trixie Orange,Data,2019-02-18,,Analytic,10
3705,Gussy Mathias,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3706,Shawn Bowmer,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3707,Arda Disbrow,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3708,El Durante,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3709,Dionysus Garter,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3710,Connor Gegg,John Sandbox,Data,2019-03-04,,Analytic,10
3711,Barrie Schruurs,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3712,Fletcher Ayllett,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3713,Slade Cannavan,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3714,Bert Spall,John Sandbox,Data,2019-03-04,8.0,Analytic,10
3715,Denyse Worley,Edward Reinhart,Data,2019-04-08,,Analytic,10
3716,Jard Antonowicz,Edward Reinhart,Data,2019-04-08,,Analytic,10
3717,Burtie Clubley,Edward Reinhart,Data,2019-04-08,,Analytic,10
3718,Idaline Gadeaux,Edward Reinhart,Data,2019-04-08,,Analytic,10
3719,Gaspard Dunn,Edward Reinhart,Data,2019-04-08,,Analytic,10
3720,Reg Mcreynold,Edward Reinhart,Data,2019-04-08,,Analytic,10
3721,Penni Grioli,Edward Reinhart,Data,2019-04-08,,Analytic,10
3722,Kial Gowdy,Edward Reinhart,Data,2019-04-08,,Analytic,10
3723,Haskell Mcdonnell,Edward Reinhart,Data,2019-04-08,,Analytic,10
3724,Jeffy Dudding,Edward Reinhart,Data,2019-04-08,,Analytic,10
3725,Damaris Vallance,Edward Reinhart,Data,2019-04-08,,Analytic,10
3726,Stacee Kidson,Edward Reinhart,Data,2019-04-08,,Analytic,10
3727,Anica Vallis,Edward Reinhart,Data,2019-04-08,,Analytic,10
3728,Emmey Wadforth,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3729,Sayer Weedon,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3730,Norbie Iacobucci,Lucy Foster,Data,2019-05-20,,Analytic,10
3731,Lynnell Samber,Lucy Foster,Data,2019-05-20,6.0,Analytic,10
3732,Hogan Bushnell,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3733,Scott Duny,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3734,Viv Newby,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3735,Louise Dowse,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3736,Haroun Mccrohon,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3737,Devan Claricoats,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3738,Matthaeus Audas,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3739,Halsey Broader,Lucy Foster,Data,2019-05-20,5.0,Analytic,10
3740,Rina Soffe,Lucy Foster,Data,2019-05-20,8.0,Analytic,10
3741,Marcy Treat,Gina Cartwright,Data,2019-07-22,,Analytic,10
3742,Heindrick Mckiddin,Gina Cartwright,Data,2019-07-22,,Analytic,10
3743,Danella Winkett,Gina Cartwright,Data,2019-07-22,,Analytic,10
3744,Darrin Perrelle,Gina Cartwright,Data,2019-07-22,,Analytic,10
3745,Janelle Forbear,Gina Cartwright,Data,2019-07-22,,Analytic,10
3746,Sorcha Argue,Gina Cartwright,Data,2019-07-22,,Analytic,10
3747,Toddie Rubanenko,Gina Cartwright,Data,2019-07-22,,Analytic,10
3748,Selby Floyd,Gina Cartwright,Data,2019-07-22,,Analytic,10
3749,Claudio Handrick,Gina Cartwright,Data,2019-07-22,,Analytic,10
3750,Kingston Comsty,Gina Cartwright,Data,2019-07-22,,Analytic,10
3751,Benedikt Cohani,Gina Cartwright,Data,2019-07-22,,Analytic,10
3752,Morgen Lilywhite,Gina Cartwright,Data,2019-07-22,,Analytic,10
3753,Job Restall,Gina Cartwright,Data,2019-07-22,,Analytic,10
3754,Wilhelm Jouanet,Gina Cartwright,Data,2019-07-22,,Analytic,10
3755,Malvina Whiteford,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3756,Belle Catherall,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3757,Ortensia Winscomb,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3758,Staffard Load,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3759,Bowie Endersby,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3760,Tonye Ambrogio,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3761,Celina Polley,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3762,Muhammad Linn,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3763,Farica Harding,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3764,Marquita Forrington,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3765,Muffin Jandel,Lucy Foster,Data,2019-08-05,,Analytic,10
3766,Nadya Pineaux,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3767,Dewitt Milborn,Lucy Foster,Data,2019-08-05,,Analytic,10
3768,Levy Standage,Lucy Foster,Data,2019-08-05,8.0,Analytic,10
3769,Silvain Kuhwald,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3770,Aguie Morrad,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3771,Bertram Esgate,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3772,Marlon Reside,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3773,Micheal Di Matteo,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3774,Regina Calver,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3775,Jodie Kaygill,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3776,Ingunna Adin,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3777,Carlos Gerckens,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3778,Sherline Cudihy,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3779,Trudie Kiellor,Lucy Foster,Data,2019-08-19,8.0,Analytic,10
3780,Edvard Northen,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3781,Alwin Bullman,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3782,Bob Rogerson,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3783,Kerr Coucha,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3784,Nancie Mehaffey,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3785,Violet Luscombe,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3786,Cora Klausewitz,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3787,Scarface Gallihaulk,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3788,Anna Lamperti,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3789,Collin Commins,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3790,Chrissy Bartholin,Lucy Foster,Data,2019-09-23,,Analytic,10
3791,Baird Reynoollds,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3792,Vasili Cartledge,Lucy Foster,Data,2019-09-23,8.0,Analytic,10
3793,Otes Kemster,Gina Cartwright,Data,2019-10-28,6.0,Analytic,10
3794,Kahaleel Tatem,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3795,Antonetta Rustedge,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3796,Anestassia Gadman,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3797,Babara Veazey,Gina Cartwright,Data,2019-10-28,,Analytic,10
3798,Candie Senner,Gina Cartwright,Data,2019-10-28,,Analytic,10
3799,Sydelle Russo,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3800,Warner Harse,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3801,Tabbatha Kullmann,Gina Cartwright,Data,2019-10-28,6.0,Analytic,10
3802,Drucie Bianco,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3803,Malvin Penrith,Gina Cartwright,Data,2019-10-28,,Analytic,10
3804,Clay Perillo,Gina Cartwright,Data,2019-10-28,8.0,Analytic,10
3805,Sandy Droogan,Edward Reinhart,Data,2019-11-18,,Analytic,10
3806,Othilia Hutton,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3807,Lindon Mee,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3808,Danella Leisk,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3809,Waylan Gors,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3810,Gisela Andrea,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3811,Augusta Gilfoy,Edward Reinhart,Data,2019-11-18,8.0,Analytic,10
3812,Pier Spatig,Edward Reinhart,Data,2019-11-18,,Analytic,10
3813,Brenna Mcgroarty,Edward Reinhart,Data,2019-11-18,6.0,Analytic,10
3814,Susannah Bengough,John Sandbox,Data,2019-12-16,,Analytic,10
3815,Madison Getch,John Sandbox,Data,2019-12-16,,Analytic,10
3816,Leicester Banker,John Sandbox,Data,2019-12-16,,Analytic,10
3817,Murvyn Aers,John Sandbox,Data,2019-12-16,,Analytic,10
3818,Morley Battell,John Sandbox,Data,2019-12-16,,Analytic,10
3819,Juliane Jacobssen,John Sandbox,Data,2019-12-16,,Analytic,10
3820,Teirtza Docharty,John Sandbox,Data,2019-12-16,,Analytic,10
3821,Arny Dobrowolny,John Sandbox,Data,2019-12-16,,Analytic,10
3822,Derby Mcglashan,John Sandbox,Data,2019-12-16,,Analytic,10
3823,Sharron Starling,John Sandbox,Data,2019-12-16,,Analytic,10
3824,Amalea Harrell,John Sandbox,Data,2019-12-16,,Analytic,10
3825,Finn Maasze,John Sandbox,Data,2019-12-16,,Analytic,10
3826,Gianina Wandless,Trixie Orange,Data,2019-12-30,,Analytic,10
3827,Kaitlyn Chagg,Trixie Orange,Data,2019-12-30,,Analytic,10
